"x"
-4,54805211042023
-6,26099535543022
-2,53014473016758
-0,970253766106229
-0,93709499280466
-4,05925332684133
-3,3550047911706
0,111625123269832
-2,84934527698808
-3,03715996436661
-2,8300761359264
3,65675957098694
0,885865949959793
8,13957768713417
-1,94257187859205
-7,30530231098211
-2,83613614625008
2,62996121545724
1,62055902596442
-1,17043756172426
1,20004038205875
0,92755242211766
4,08857770342761
-0,312008124611918
2,05991672768188
-3,74985018605032
-0,314536740667482
0,944134123977398
-7,88046274140086
2,05069339253067
0,455453689916955
-3,80853834721572
0,751338113971971
-0,224757768507447
-1,87884312012484
-3,0468480511218
1,51325756385333
-10,7133964290013
-0,374967878294028
-0,718068882647082
-2,21896616387856
0,679711810079354
0,0137482025896699
1,96648352678944
-1,31845227512861
3,92005000455102
-2,09708803872255
-2,22458412879112
2,69276994288942
0,905505922865203
-2,65673023902492
5,21334152824859
1,95514733902619
-1,02150891209325
2,20742916857405
1,92188723556644
-1,64210135412955
-0,98831095387524
-2,03332596491457
-3,64662745453809
-1,19502384200666
1,20934691177023
1,84365360001498
2,20914322471124
-0,724340477889108
-3,83086453245079
1,60517049328741
0,467604592088797
3,40231523872401
0,407607100188949
0,859910086695624
3,59536543184786
-0,434760727746002
-4,75318510694644
0,114664449710875
-2,51366817488644
-1,85645688327809
0,548874096457022
3,08548648956458
3,1340013743466
-4,79519118805811
0,910853128428111
-0,662578661243487
0,888284546691486
-0,0696949825825227
-1,28983263369848
0,0267846274570001
3,34249703916889
-0,225395971715561
0,229519121018125
3,92434596616677
-0,547284627065971
-3,09465835952616
1,33255059073636
-0,745977806662967
-1,60220053313091
-2,05205801498612
1,91614199775144
1,09086546745147
2,56441984496292
-2,24525350427482
-0,091115063887753
-1,03486874228173
-0,0539301547387825
1,29353383812589
-0,812567323418059
-1,75482910811841
0,646075204667921
2,68831188404965
-0,337272623277732
2,03448117190162
2,90487750309322
2,56814865825341
-9,00029665325352
8,97826835012087
1,04143068031995
4,75189576707398
-3,5023205075293
-2,23580919453007
-3,02841345734521
-1,08692240761871
-6,01051921799127
2,17800792133393
-0,618331687075209
2,86841592442166
-2,05524292871887
0,575769792496956
-0,988301815395815
-2,16917111506057
-3,00158603354676
1,90107385385981
1,70966190550861
-2,38194675973858
0,686698627493756
1,01560841643397
0,957172607202893
6,33088237776175
1,07039535173724
1,42521144864708
-4,23467749216125
-0,665990731921854
0,108734666482347
1,80411090743943
2,95657151659131
-3,06491728097584
3,30868848392141
2,85388532198092
2,40455400888046
1,87249454183099
-2,97921542231046
-2,14445030981708
-3,45218692944858
3,35772732806871
2,08260617268137
1,29341041113781
-1,17141124876899
7,04190548145846
-3,86671805705178
-0,563473830535622
-3,62083578002227
-0,0012170075327774
-2,21232740820456
-0,236910559518254
-2,88420682729082
0,38469055812175
1,36627725308404
3,84174451192055
1,78902310450378
0,681549693079385
3,65266908140257
2,72595338046339
-1,96753093232253
-0,207732625933201
-4,5301182684764
-2,24781038484115
3,70836850059054
-0,0959536868241086
2,31563769380893
2,53099631689073
1,73220778781707
-0,597311188559012
3,90130552843356
0,0402419087029413
7,30514519030839
-1,51204955129038
3,4268167934575
-0,579183349777523
0,688992351616638
3,87432809330593
0,857094329098831
1,83954748968231
-1,42273327989924
1,02795832145438
-0,525895737390788
0,950999874025679
0,389673302728311
5,22489930758105
-3,78446742809577
1,61859629862106
2,91810117898883
9,95500333416835
5,07671909181181
0,503714098240648
5,43115448212974
-6,22837658833984
-0,868824332370718
2,74635063291487
0,531507028605374
12,6600317618375
-4,57058915094754
-1,4976422589107
-2,90744914618662
0,0160179349730511
-2,70525260085497
4,58176284643093
0,717121120049785
-1,27581502405446
0,615234422615776
-0,790169564400984
1,69697114905435
0,435830093920244
-2,12334595916604
-1,10078821449499
0,574080652925018
8,08335026195089
2,29408156324059
7,89262890535254
0,7614336814679
-1,7441245801679
-0,941467617712321
1,61654806104674
1,50678239894449
5,6696527263756
1,98918988375333
2,95919764830134
1,01437524291847
2,82765222568765
3,51761065635944
0,28358652418653
5,44440627297705
1,80869802741309
0,192362171844394
1,24591850575697
-0,131286527934698
7,86614010389659
1,67668226605102
-4,53708417675993
-1,09922879100219
3,47323150008454
-1,96714204016925
-1,13837627238995
-6,78007171180541
-2,32244290263621
6,35130484061776
2,76246997182824
-1,42801179109413
3,56743202312122
3,49589926284539
-8,15663096156157
2,19274405306111
-0,0850483029747954
0,227908789210188
-5,5866706251947
2,06850097702275
-3,63024727025218
2,14047725213317
-2,77330388917938
2,65374408954856
0,72335394707059
1,08909740229598
-3,02365156185543
-2,20155308345557
-3,39084399717403
0,298029968589502
4,44681925413153
-1,81047673758757
1,01957668293294
0,810186642292355
5,32559973579272
-0,75580336803973
-3,30898122636031
0,414853360348172
2,98181453991841
1,78169520909399
8,57592462710474
1,15275637670888
1,50033292051309
0,0332889969145667
1,5640259419302
1,36369744245708
1,55703490466898
2,00794869617407
2,35276417985395
1,36943594307836
3,44093039655377
2,31613097169693
1,49943074325018
0,221165718925214
-0,305724293555376
6,27268613119755
2,67539191888277
-0,205536430827295
2,23928060571362
-2,39463900901033
1,63334395327355
1,67660275440872
1,32589959808745
1,98385607647737
-2,32351951562118
0,00932238491182509
1,32198683763786
11,7991283096264
1,26271184612401
0,05091921569164
4,76348894974591
3,94471810848938
1,42131732909845
4,46516569757399
-6,74146504653374
-3,35844112562617
