"x"
-1,97197702266712
-1,59677625506604
-3,43021899830471
-1,47188475371759
-0,805889843126518
0,407196404519647
1,44334977958853
-3,60130881918183
-1,11099314510209
2,7372686404079
-3,30164795145294
-0,34623861624907
0,135868804376183
-4,95486735728973
11,5278957806492
3,28238513548135
-1,6354768200174
-5,25566136654522
-1,73045096611223
0,341387997206221
-1,74027592318712
0,0724016542551097
1,89591898489294
-2,56144800272674
2,53554402253438
-1,46085106069321
5,62407768306329
-3,44072323271967
4,52943486246841
0,846421732043733
-2,73281577388905
-0,664968164705345
2,01839886264942
1,93271110437512
-5,25729250134389
1,51198658966169
0,362896052516316
-3,09671818501313
5,41459347958548
-2,23691080568735
2,19030660483741
-2,12839575076549
0,872246901058276
0,840771431163436
-0,38815691737872
3,57028131822169
0,59701488557274
-2,46978991787211
0,229784518052894
-2,6019698510292
0,159545050864548
-5,05284754423224
3,75648489174483
0,34940789203763
-2,54483333973464
-3,29384997933205
-1,98716892727296
-3,91851300227416
-1,5118700586934
-3,29170010837589
3,45889022767882
-3,67805926908389
3,10942182669485
-2,371569641011
-0,635981211919803
-2,28778027683074
-4,05199681388967
-0,0784854465427102
-2,30104172207504
2,5350341440747
-2,47398786923409
-0,429928504450956
3,73875134300641
1,7061924982762
-0,473890675221379
-4,11898563557135
-2,91460064801388
-2,97942629311602
-3,41195540864075
0,0961536435413153
-2,79455320448454
-0,67594790748514
-1,22102237414179
-1,47088572795869
-7,18455297366241
-0,127906926813538
-1,82959930448833
-2,4957437509145
-0,0137195752833953
-1,45022135158469
-1,85699426642789
-1,28419534608333
3,48352632115096
-1,82133619638173
0,605020559049411
-6,43111026467612
2,5942610488795
-5,91547190621553
-4,89445781460424
0,685943223987368
-3,84409628169666
-2,72522557873095
-2,06723912757946
0,590346235551088
-2,05641604434584
-5,97224173467018
0,331523647966111
-0,623497384607902
-2,95348229280846
-2,32569477442816
-2,71166682675799
-1,10627401495014
-1,90964105687586
-0,584815641798557
-0,611874020324027
-3,29295925879099
-0,0333393758676213
3,57702233119648
-0,607064438904519
-1,87121055190644
-3,75737174432538
-3,71717464622261
-1,10549820954254
-2,04722971180655
-1,99090905864521
2,71745712848871
-3,34397378739757
-2,72063230251997
0,89025636779283
6,62871737651194
-2,47905728907119
-3,93696815664958
-4,48489251322755
-1,92480375021982
-3,1556612346405
11,1216294684895
-2,62940484490482
-2,40679446380437
3,82583656488609
-5,48472406583784
0,153705433779295
0,379428368029894
-3,44153826512129
-1,99730581790357
-3,46977051240363
-4,21277045894903
